ueid,session_id,avgcqi,avgmcs,avgri,avg_rv0_tx,tbler,session_rca
17209,92176,12.02,10.21,3.44,8.67,0.93,Good UE
17023,144979,13.05,2.15,3.16,9.0,0.0,MCS Limitation
17023,144454,6.06,3.18,3.11,6.0,0.0,MCS Limitation
17020,21152,12.88,5.29,2.0,9.0,0.0,Good UE
17209,108076,11.69,7.33,3.12,8.0,0.93,Good UE
17017,73803,13.48,12.47,3.58,6.75,0.0,Good UE
17017,73128,10.38,19.05,2.06,7.25,0.0,Good UE
17209,107626,13.08,18.06,2.43,9.0,0.93,Good UE
17021,125404,12.5,13.49,2.55,7.78,0.0,Good UE
17021,125254,12.1,15.37,2.51,7.11,0.0,Good UE
17018,106054,12.94,20.65,2.91,7.0,0.0,Good UE
17209,107401,13.34,16.52,2.66,6.0,0.93,Good UE
17204,87902,14.06,11.17,2.76,8.0,2.63,Good UE
17023,141904,7.58,3.82,1.33,9.0,0.0,MCS Limitation
17017,88953,11.45,16.01,3.08,6.0,0.0,Good UE
17204,86852,12.23,19.84,1.77,8.0,2.63,Good UE
17023,141004,13.75,4.05,1.51,7.0,0.0,MCS Limitation
17018,104329,11.6,8.77,1.46,7.0,0.0,Good UE
17206,88501,13.06,12.19,2.84,8.33,0.0,Good UE
17019,66976,7.59,13.39,1.63,8.0,0.0,Good UE
17206,87301,11.59,8.15,3.65,7.0,0.0,Good UE
17018,102979,11.35,15.86,3.11,6.67,0.0,Good UE
17019,66001,12.49,23.32,1.23,7.5,0.0,Good UE
17204,84377,11.18,20.38,1.78,7.5,2.63,Good UE
17021,121204,13.12,16.95,2.45,6.33,0.0,Good UE
17206,86176,11.85,15.94,3.41,7.33,0.0,Good UE
17019,65701,11.39,8.33,2.6,8.5,0.0,Good UE
17019,64126,12.87,13.57,1.64,9.0,0.0,Good UE
17205,170179,11.93,26.53,2.09,9.0,0.0,Good UE
17164,155179,6.67,2.92,3.35,6.0,0.0,MCS Limitation
17164,155029,14.53,3.48,1.04,7.0,0.0,MCS Limitation
17206,84301,11.29,15.02,2.84,8.67,0.0,Good UE
17022,45452,13.2,12.18,2.34,8.44,0.0,Good UE
17206,84001,14.49,12.52,2.85,6.33,0.0,Good UE
17018,99529,13.37,13.54,1.94,7.0,0.0,Good UE
17017,83703,10.42,11.4,2.72,8.25,0.0,Good UE
17021,115804,12.65,15.06,2.67,7.67,0.0,Good UE
17018,98329,11.09,10.17,3.27,8.0,0.0,Good UE
17205,167329,10.93,18.34,2.1,8.0,0.0,Good UE
17019,58501,12.92,3.4,2.01,8.0,0.0,Good UE
17023,130429,6.16,0.58,3.15,8.0,0.0,MCS Limitation
17019,57826,11.58,10.89,1.5,8.0,0.0,Good UE
17018,97279,10.77,7.05,2.42,6.67,0.0,Good UE
17018,97054,13.32,13.33,2.9,7.67,0.0,Good UE
17017,79578,11.93,12.48,2.82,8.75,0.0,Good UE
17020,27227,13.77,21.81,2.2,8.0,0.0,Good UE
17018,96379,13.02,16.68,2.59,7.67,0.0,Good UE
17206,77851,12.56,7.05,3.13,8.67,0.0,Good UE
17023,128404,7.86,2.56,1.34,9.0,0.0,MCS Limitation
17018,95104,11.07,20.62,1.72,8.33,0.0,Good UE
17021,110929,11.23,14.64,1.82,7.56,0.0,Good UE
17017,76878,9.47,14.45,1.77,7.75,0.0,Good UE
17209,91726,12.52,10.58,2.64,7.67,0.93,Good UE
17205,180529,10.41,20.68,2.41,8.0,0.0,Good UE
17209,90901,11.03,5.41,3.38,6.67,0.93,Good UE
17025,55202,13.09,11.69,3.25,7.0,0.0,Good UE
17209,108751,10.69,12.47,2.11,8.67,0.93,Good UE
17020,20327,13.97,12.83,2.12,9.0,0.0,Good UE
17019,70276,10.18,18.5,2.37,6.5,0.0,Good UE
17021,126454,12.54,14.95,2.52,7.22,0.0,Good UE
17205,178279,13.41,25.74,2.69,6.5,0.0,Good UE
17206,73051,13.15,16.31,3.48,7.0,0.0,Good UE
17164,162904,12.76,2.89,2.35,8.0,0.0,MCS Limitation
17025,67802,13.0,12.42,2.52,6.0,0.0,Good UE
17023,138679,7.37,4.32,2.71,5.0,0.0,MCS Limitation
17164,162079,8.73,2.81,3.16,8.0,0.0,MCS Limitation
17023,138379,12.66,1.45,3.01,7.0,0.0,MCS Limitation
17164,160804,10.74,1.08,3.12,9.0,0.0,MCS Limitation
17209,102976,10.94,19.12,3.3,7.0,0.93,Good UE
17025,63902,12.2,13.45,2.16,8.0,0.0,Good UE
17205,172579,10.65,19.61,2.45,6.5,0.0,Good UE
17022,45227,12.67,8.06,3.0,7.33,0.0,Good UE
17021,118429,11.36,11.68,2.38,7.0,0.0,Good UE
17020,26627,10.99,17.7,1.31,6.0,0.0,Good UE
17025,61277,14.35,13.36,2.5,7.5,0.0,Good UE
17018,100579,14.04,11.59,1.81,7.33,0.0,Good UE
17022,42602,10.75,18.19,2.51,6.78,0.0,Good UE
17164,152179,14.49,1.72,1.82,3.0,0.0,MCS Limitation
17021,116104,11.48,13.82,2.3,7.89,0.0,Good UE
17018,98254,11.44,4.25,3.25,6.67,0.0,Good UE
17022,41777,12.59,12.24,2.83,6.67,0.0,Good UE
17205,167254,12.86,1.66,2.76,8.0,0.0,Good UE
17209,93751,12.24,9.49,3.34,6.33,0.93,Good UE
17205,167029,11.18,16.32,2.36,9.0,0.0,Good UE
17205,166804,13.29,20.5,2.75,7.0,0.0,Good UE
17164,148654,7.76,0.77,1.57,7.0,0.0,MCS Limitation
17164,148129,11.62,3.99,2.08,7.0,0.0,MCS Limitation
17022,39602,10.98,18.73,2.69,7.33,0.0,Good UE
17019,57151,11.16,5.29,2.14,8.5,0.0,Good UE
17018,94729,12.37,17.86,1.98,8.67,0.0,Good UE
17204,74327,8.99,19.04,2.75,7.5,2.63,Good UE
17022,38252,11.43,14.56,2.8,7.22,0.0,Good UE
17204,72752,7.72,17.42,3.01,8.0,2.63,Good UE
17022,36377,11.65,18.44,2.65,7.67,0.0,Good UE
17025,72377,10.51,11.15,2.22,6.0,0.0,Good UE
17205,179329,11.24,23.06,3.5,9.0,0.0,Good UE
17204,86252,12.24,10.96,2.19,6.5,2.63,Good UE
17206,85951,10.67,20.62,3.08,7.67,0.0,Good UE
17019,65176,13.39,10.36,2.79,8.0,0.0,Good UE
17020,28952,8.03,15.33,2.37,7.5,0.0,Good UE
17019,63151,10.05,7.91,1.25,6.5,0.0,Good UE
17025,61952,12.25,8.06,2.95,7.5,0.0,Good UE
17019,59776,9.94,14.07,3.05,8.0,0.0,Good UE
17019,59476,12.74,16.4,1.84,7.0,0.0,Good UE
17025,71777,13.84,10.72,1.4,8.0,0.0,Good UE
17206,72751,13.73,17.72,2.59,6.67,0.0,Good UE
17019,70201,13.9,7.99,1.58,6.5,0.0,Good UE
17017,87978,14.39,11.59,2.94,7.5,0.0,Good UE
17020,34052,7.52,12.15,2.83,6.0,0.0,Good UE
17209,103726,14.18,15.11,2.35,8.33,0.93,Good UE
17022,46202,12.78,14.89,2.45,8.0,0.0,Good UE
17018,99679,12.62,12.07,2.14,6.0,0.0,Good UE
17205,167779,13.77,19.63,1.81,8.5,0.0,Good UE
17204,79427,12.75,17.95,1.84,7.5,2.63,Good UE
17209,98776,8.33,16.39,2.79,8.0,0.93,Good UE
17019,59326,9.21,23.33,3.12,9.0,0.0,Good UE
17206,81676,12.6,20.34,3.35,7.33,0.0,Good UE
17206,80926,11.2,9.42,2.1,8.33,0.0,Good UE
17019,57751,13.55,21.48,2.18,6.0,0.0,Good UE
17019,57676,14.43,9.91,2.71,7.0,0.0,Good UE
17205,166054,12.08,13.73,2.39,7.0,0.0,Good UE
17206,76501,12.72,17.15,1.69,7.33,0.0,Good UE
17020,23252,11.97,19.84,2.44,8.0,0.0,Good UE
17209,91576,10.95,9.98,1.46,6.33,0.93,Good UE
17204,90227,13.21,14.57,2.16,7.5,2.63,Good UE
17017,75303,10.98,24.78,2.59,7.5,0.0,Good UE
17017,90678,12.68,13.59,1.77,7.5,0.0,Good UE
17204,84152,11.47,4.47,2.75,5.5,2.63,Good UE
17020,26927,12.58,9.19,2.56,6.5,0.0,Good UE
17205,170404,11.75,4.26,2.54,7.5,0.0,Good UE
17019,62251,11.63,14.07,3.22,3.5,0.0,Good UE
17018,99079,11.63,12.77,2.18,7.33,0.0,Good UE
17204,76727,13.91,11.21,2.56,7.0,2.63,Good UE
17018,96229,10.02,14.05,1.54,6.33,0.0,Good UE
17019,58426,8.59,9.38,2.84,6.5,0.0,Good UE
17204,75077,13.45,19.66,1.38,8.5,2.63,Good UE
17017,75753,12.87,13.55,2.12,8.25,0.0,Good UE
17204,74177,10.5,8.53,1.97,9.0,2.63,Good UE
17017,74328,13.57,11.07,2.39,7.0,0.0,Good UE
17024,108678,0.02,23.23,1.63,3.0,0.0,No_TX
17024,107778,6.68,5.4,2.73,1.0,0.0,No_TX
17208,105977,6.52,14.47,2.6,1.5,0.0,No_TX
17208,105452,8.14,17.97,2.13,2.5,0.0,No_TX
17024,106053,8.78,7.26,3.6,0.0,0.0,No_TX
17123,122928,4.55,16.57,1.64,6.0,76.92,Channel Quality Bad
17123,122703,4.67,22.65,3.99,7.0,76.92,Channel Quality Bad
17024,102978,3.96,0.33,2.25,3.0,0.0,No_TX
17208,101852,8.04,19.89,3.43,2.0,0.0,No_TX
17208,99677,11.11,15.95,2.16,1.0,0.0,No_TX
17123,117153,0.76,19.38,2.81,9.0,76.92,Channel Quality Bad
17205,169279,8.64,12.57,3.33,8.5,0.0,Good UE
17208,98477,7.85,10.54,3.27,3.0,0.0,No_TX
17024,98853,10.62,9.66,2.33,2.0,0.0,No_TX
17123,115803,2.6,11.09,3.58,6.0,76.92,Channel Quality Bad
17205,164854,11.34,6.63,2.85,8.5,0.0,Good UE
17024,96003,3.53,19.91,1.65,4.0,0.0,No_TX
17208,94427,4.09,7.72,2.43,2.75,0.0,No_TX
17024,95628,7.13,1.68,2.74,4.0,0.0,No_TX
17206,78001,13.91,7.64,2.51,6.0,0.0,Good UE
17205,181354,14.27,11.99,2.25,8.5,0.0,Good UE
17208,91877,4.62,4.98,2.61,2.25,0.0,No_TX
17208,107327,9.84,7.77,2.98,2.5,0.0,No_TX
17123,109428,4.57,18.96,1.83,9.0,76.92,Channel Quality Bad
17207,197779,3.32,13.45,2.61,8.67,0.0,Channel Quality Bad
17024,90828,14.84,25.61,3.68,4.0,0.0,No_TX
17208,105302,11.37,15.54,3.19,2.5,0.0,No_TX
17207,194779,2.41,13.91,2.27,7.67,0.0,Channel Quality Bad
17123,123978,2.29,13.64,1.96,8.0,76.92,Channel Quality Bad
17123,123828,3.83,13.31,3.73,9.0,76.92,Channel Quality Bad
17024,103578,0.44,9.7,1.58,2.0,0.0,No_TX
17024,103128,2.38,16.32,3.63,2.0,0.0,No_TX
17123,120378,1.59,13.1,3.14,6.0,76.92,Channel Quality Bad
17123,120303,4.8,8.78,2.9,7.0,76.92,Channel Quality Bad
17207,190279,3.08,10.89,3.51,7.67,0.0,Channel Quality Bad
17123,119703,3.87,6.68,3.88,9.0,76.92,Channel Quality Bad
17123,118203,0.41,2.4,2.19,9.0,76.92,Channel Quality Bad
17024,96153,2.15,24.39,1.42,0.0,0.0,No_TX
17207,186679,1.31,9.99,2.91,5.67,0.0,Channel Quality Bad
17207,184054,1.81,14.25,1.9,6.33,0.0,Channel Quality Bad
17208,108077,8.32,8.48,2.68,2.5,0.0,No_TX
17025,71927,14.82,16.72,3.46,6.5,0.0,Good UE
17208,107027,10.32,6.45,2.67,2.0,0.0,No_TX
17208,106577,8.78,16.62,2.49,2.0,0.0,No_TX
17024,106503,13.85,0.26,2.32,2.0,0.0,No_TX
17123,122553,0.76,23.37,2.69,9.0,76.92,Channel Quality Bad
17123,120978,1.27,2.94,2.54,7.0,76.92,Channel Quality Bad
17207,193579,2.22,15.13,2.56,7.0,0.0,Channel Quality Bad
17123,120603,3.0,8.51,2.78,6.0,76.92,Channel Quality Bad
17207,190579,1.47,17.35,2.19,8.67,0.0,Channel Quality Bad
17208,98327,6.64,21.04,2.69,2.5,0.0,No_TX
17025,60377,13.77,7.84,2.91,7.5,0.0,Good UE
17024,99228,9.74,13.54,2.93,3.0,0.0,No_TX
17024,99003,9.16,18.9,2.21,2.0,0.0,No_TX
17123,116103,3.3,13.26,1.99,9.0,76.92,Channel Quality Bad
17208,96002,7.39,8.97,2.36,3.0,0.0,No_TX
17123,114753,1.57,19.73,2.16,9.0,76.92,Channel Quality Bad
17024,97503,13.87,8.8,2.47,2.0,0.0,No_TX
17207,186754,1.8,13.53,1.76,6.0,0.0,Channel Quality Bad
17207,186304,2.38,10.4,2.39,7.67,0.0,Channel Quality Bad
17123,112053,2.21,23.08,2.89,7.0,76.92,Channel Quality Bad
17024,95403,12.31,15.04,1.88,4.0,0.0,No_TX
17024,93378,11.14,0.7,3.15,0.0,0.0,No_TX
17123,110103,1.35,22.75,3.84,9.0,76.92,Channel Quality Bad
17207,182854,1.91,20.51,2.61,5.33,0.0,Channel Quality Bad
17024,92028,1.12,16.45,1.03,2.0,0.0,No_TX
17123,108978,3.31,21.9,1.49,9.0,76.92,Channel Quality Bad
17207,189754,1.43,14.78,2.93,8.33,0.0,Channel Quality Bad
17207,182329,2.56,8.49,2.51,5.33,0.0,Channel Quality Bad
17209,181462,13.35,12.96,2.73,8.67,0.93,Good UE
17020,144861,11.14,10.58,3.25,6.5,0.0,Good UE
17209,181387,11.97,10.57,1.53,5.67,0.93,Good UE
17020,144786,14.76,12.67,2.07,7.5,0.0,Good UE
17204,162788,12.32,2.78,3.0,6.5,2.63,Good UE
17021,235464,12.46,18.13,2.41,6.67,0.0,Good UE
17204,162638,11.91,15.72,2.35,7.0,2.63,Good UE
17022,252714,12.52,14.92,2.75,7.56,0.0,Good UE
17020,143736,13.61,13.5,2.53,7.0,0.0,Good UE
17022,252489,11.3,9.3,2.43,7.78,0.0,Good UE
17017,124612,12.7,10.24,2.59,7.0,0.0,Good UE
17206,142687,10.09,9.49,2.65,8.33,0.0,Good UE
17209,178612,11.52,15.19,2.73,8.0,0.93,Good UE
17017,123712,12.47,12.08,3.13,7.0,0.0,Good UE
17023,160086,11.44,4.86,2.34,5.0,0.0,MCS Limitation
17209,178312,12.63,19.41,2.03,6.33,0.93,Good UE
17205,305439,11.85,11.44,3.48,7.5,0.0,Good UE
17017,123562,9.59,16.51,2.43,7.75,0.0,Good UE
17025,177561,4.23,9.57,2.89,4.5,0.0,Good UE
17022,250464,11.26,15.11,2.54,7.33,0.0,Good UE
17021,231414,12.97,15.49,1.8,5.67,0.0,Good UE
17017,122812,14.07,8.44,1.98,7.75,0.0,Good UE
17019,214239,13.27,10.79,3.34,6.5,0.0,Good UE
17205,303939,10.79,4.94,2.93,8.5,0.0,Good UE
17021,231039,11.95,14.09,2.33,8.33,0.0,Good UE
17204,158588,11.11,11.83,3.43,4.0,2.63,Good UE
17020,141111,9.68,20.88,2.33,7.5,0.0,Good UE
17019,213714,11.86,2.46,2.72,8.5,0.0,Good UE
17020,138561,10.84,2.99,2.54,6.0,0.0,Good UE
17022,247914,12.17,16.4,2.21,8.11,0.0,Good UE
17021,228264,11.52,13.98,2.31,8.0,0.0,Good UE
17209,173887,13.87,14.4,2.14,8.0,0.93,Good UE
17204,155363,11.56,11.42,2.84,7.5,2.63,Good UE
17023,156111,8.13,4.61,2.27,9.0,0.0,MCS Limitation
17204,155213,12.5,20.84,1.55,7.5,2.63,Good UE
17021,226839,12.39,16.82,2.17,7.78,0.0,Good UE
17206,136387,9.14,16.24,2.6,6.33,0.0,Good UE
17021,225789,12.55,9.59,3.18,6.56,0.0,Good UE
17018,115911,13.18,5.92,1.95,7.33,0.0,Good UE
17206,134962,11.87,12.27,3.15,8.67,0.0,Good UE
17020,133611,12.23,16.02,3.03,7.5,0.0,Good UE
17209,171187,13.82,8.51,1.45,8.33,0.93,Good UE
17205,298314,10.75,12.77,2.64,5.0,0.0,Good UE
17021,224139,12.42,8.87,2.67,7.89,0.0,Good UE
17017,113812,11.9,16.61,2.9,8.5,0.0,Good UE
17022,242664,12.44,12.42,2.77,8.11,0.0,Good UE
17025,167661,11.61,15.35,2.33,9.0,0.0,Good UE
17206,133387,11.1,2.67,2.67,7.67,0.0,Good UE
17019,206739,13.47,19.24,2.14,8.5,0.0,Good UE
17025,167286,12.69,11.27,1.75,8.0,0.0,Good UE
17164,276789,10.84,3.38,2.59,5.0,0.0,MCS Limitation
17204,151988,11.33,9.01,2.72,8.0,2.63,Good UE
17021,222489,12.79,11.64,2.48,7.89,0.0,Good UE
17022,240939,12.13,14.16,2.43,8.33,0.0,Good UE
17209,167212,11.16,16.77,2.59,7.33,0.93,Good UE
17204,151163,9.77,11.66,3.01,7.5,2.63,Good UE
17019,204489,13.32,19.16,2.26,7.0,0.0,Good UE
17164,275364,14.84,3.64,3.27,8.0,0.0,MCS Limitation
17021,220989,13.8,15.09,2.82,6.78,0.0,Good UE
17018,111861,10.81,23.17,2.15,7.67,0.0,Good UE
17018,111561,11.81,9.86,3.52,7.33,0.0,Good UE
17023,149061,14.13,0.81,2.24,6.0,0.0,MCS Limitation
17017,109537,11.34,12.93,3.08,7.0,0.0,Good UE
17020,128361,8.89,18.43,2.77,8.0,0.0,Good UE
17018,110361,10.41,13.87,2.61,8.0,0.0,Good UE
17209,164887,12.44,10.55,2.79,8.33,0.93,Good UE
17017,126412,12.45,15.75,2.05,7.75,0.0,Good UE
17019,201714,5.92,21.45,2.94,5.5,0.0,Good UE
17023,147186,7.08,0.19,2.63,5.0,0.0,MCS Limitation
17164,288939,11.91,3.68,2.66,7.0,0.0,MCS Limitation
17204,146588,10.07,12.25,1.33,7.0,2.63,Good UE
17022,238089,12.51,14.71,2.51,7.89,0.0,Good UE
17206,143962,12.52,6.82,2.75,7.33,0.0,Good UE
17018,125961,11.25,9.25,2.72,7.67,0.0,Good UE
17020,143436,9.14,8.47,2.0,8.0,0.0,Good UE
17209,180187,12.64,24.72,2.14,6.67,0.93,Good UE
17205,307239,10.97,14.91,2.73,8.0,0.0,Good UE
17204,160538,9.98,4.24,3.09,8.5,2.63,Good UE
17020,141486,13.55,19.12,1.74,6.5,0.0,Good UE
17206,138862,14.41,19.1,1.66,8.33,0.0,Good UE
17018,122961,12.93,5.53,3.37,7.33,0.0,Good UE
17019,214989,9.83,17.4,1.61,8.5,0.0,Good UE
17164,285789,11.63,1.53,1.35,9.0,0.0,MCS Limitation
17209,177112,11.37,7.59,2.0,6.33,0.93,Good UE
17206,137737,13.49,13.2,2.68,6.33,0.0,Good UE
17019,211914,12.83,19.35,1.51,7.5,0.0,Good UE
17017,119362,12.71,12.69,2.63,6.75,0.0,Good UE
17209,175012,11.91,21.68,1.61,7.67,0.93,Good UE
17164,282489,8.3,3.83,2.47,9.0,0.0,MCS Limitation
17023,159861,11.73,1.79,1.26,7.0,0.0,MCS Limitation
17018,119811,9.44,13.09,2.45,7.33,0.0,Good UE
17164,280989,10.67,4.8,1.79,7.0,0.0,MCS Limitation
17204,155513,12.97,19.67,2.24,5.0,2.63,Good UE
17205,299139,12.56,14.21,1.42,8.0,0.0,Good UE
17209,171862,13.94,6.25,2.39,8.33,0.93,Good UE
17025,168411,13.46,11.52,2.24,7.5,0.0,Good UE
17025,168261,14.14,13.0,2.33,4.5,0.0,Good UE
17204,150863,12.33,2.05,1.88,5.0,2.63,Good UE
17023,155211,14.72,0.79,1.84,7.0,0.0,MCS Limitation
17209,169762,12.71,10.9,2.32,7.33,0.93,Good UE
17164,274764,11.59,4.18,3.3,9.0,0.0,MCS Limitation
17206,130012,10.15,5.51,2.24,4.0,0.0,Good UE
17017,112387,10.8,12.25,2.47,8.25,0.0,Good UE
17164,274089,10.62,2.86,3.46,8.0,0.0,MCS Limitation
17205,293064,11.54,13.82,1.28,5.5,0.0,Good UE
17020,130686,13.41,12.11,2.39,7.5,0.0,Good UE
17021,222564,12.05,9.01,2.21,8.22,0.0,Good UE
17023,150636,7.05,0.25,1.18,5.0,0.0,MCS Limitation
17204,145688,11.65,14.66,2.95,7.5,2.63,Good UE
17018,111936,11.99,24.05,2.72,6.33,0.0,Good UE
17025,163836,14.13,21.68,1.71,6.0,0.0,Good UE
17022,239964,10.77,15.9,2.23,7.33,0.0,Good UE
17017,127012,12.58,20.08,2.17,7.0,0.0,Good UE
17205,307839,13.08,13.54,1.58,7.5,0.0,Good UE
17205,307689,10.13,8.93,1.83,7.5,0.0,Good UE
17164,286389,9.2,1.83,2.69,8.0,0.0,MCS Limitation
17164,285939,11.16,4.13,1.13,9.0,0.0,MCS Limitation
17204,161138,9.92,21.12,3.25,9.0,2.63,Good UE
17205,305814,14.47,14.04,1.06,9.0,0.0,Good UE
17206,142237,11.51,5.25,1.29,8.67,0.0,Good UE
17017,123937,13.72,14.02,1.7,7.25,0.0,Good UE
17017,122887,13.43,11.98,2.81,7.0,0.0,Good UE
17022,236139,12.61,15.72,2.15,7.89,0.0,Good UE
17206,141487,8.35,11.47,3.38,7.67,0.0,Good UE
17205,304014,14.73,14.54,2.66,7.5,0.0,Good UE
17209,175987,11.45,8.1,2.12,6.67,0.93,Good UE
17023,160311,9.92,0.68,1.85,9.0,0.0,MCS Limitation
17021,231189,12.81,12.28,1.9,7.67,0.0,Good UE
17019,211689,11.49,11.06,2.51,6.5,0.0,Good UE
17209,175087,11.92,16.85,1.81,7.0,0.93,Good UE
17164,282639,14.59,2.75,1.86,2.0,0.0,MCS Limitation
17019,210039,9.63,9.02,2.82,6.0,0.0,Good UE
17023,155811,6.53,3.64,2.82,6.0,0.0,MCS Limitation
17017,119212,11.91,15.99,2.11,7.0,0.0,Good UE
17164,279489,8.9,0.16,1.91,8.0,0.0,MCS Limitation
17022,246864,12.77,14.76,2.49,7.89,0.0,Good UE
17020,136011,11.53,10.26,2.45,9.0,0.0,Good UE
17164,278139,10.95,3.79,2.63,9.0,0.0,MCS Limitation
17021,225489,13.2,11.45,2.63,7.56,0.0,Good UE
17204,151388,14.67,20.4,1.98,8.5,2.63,Good UE
17023,153261,12.35,1.04,2.91,8.0,0.0,MCS Limitation
17017,116662,11.69,8.37,2.19,7.75,0.0,Good UE
17205,297864,12.24,8.28,2.44,7.5,0.0,Good UE
17025,170661,14.53,20.84,2.03,9.0,0.0,Good UE
17022,244389,10.95,13.49,2.4,8.44,0.0,Good UE
17023,152211,13.1,0.99,3.91,8.0,0.0,MCS Limitation
17204,149888,7.28,24.73,2.57,7.0,2.63,Good UE
17204,149138,9.23,20.92,2.05,8.5,2.63,Good UE
17021,221964,13.22,15.17,2.78,7.22,0.0,Good UE
17020,131586,12.6,16.26,2.07,8.0,0.0,Good UE
17025,166986,13.72,13.85,2.72,6.0,0.0,Good UE
17021,221289,11.79,12.63,2.44,8.11,0.0,Good UE
17018,112536,13.71,14.2,2.27,8.33,0.0,Good UE
17206,129937,10.53,13.56,3.21,8.0,0.0,Good UE
17025,165861,10.96,9.4,3.33,9.0,0.0,Good UE
17023,146586,7.42,1.74,1.92,8.0,0.0,MCS Limitation
17025,164661,12.76,16.82,1.57,7.0,0.0,Good UE
17019,217689,7.65,16.1,2.51,9.0,0.0,Good UE
17025,180636,12.57,19.03,3.26,8.5,0.0,Good UE
17019,216789,10.02,9.48,2.98,8.0,0.0,Good UE
17025,179886,11.87,13.48,2.84,8.0,0.0,Good UE
17019,216639,12.47,15.03,2.51,8.5,0.0,Good UE
17204,161438,8.68,8.61,1.53,7.5,2.63,Good UE
17019,215514,12.58,17.02,2.75,8.0,0.0,Good UE
17018,123711,12.82,13.22,2.08,7.33,0.0,Good UE
17205,305589,11.29,14.29,3.24,6.0,0.0,Good UE
17205,305514,8.13,17.6,2.65,8.0,0.0,Good UE
17020,138786,13.36,17.15,2.13,8.0,0.0,Good UE
17018,119661,12.18,19.02,1.93,7.33,0.0,Good UE
17020,134436,12.02,16.94,2.07,6.0,0.0,Good UE
17017,114712,13.28,8.95,2.67,7.25,0.0,Good UE
17020,133311,7.7,13.05,2.35,7.0,0.0,Good UE
17025,167811,11.84,20.44,2.71,4.0,0.0,Good UE
17205,296964,11.04,15.41,2.09,7.5,0.0,Good UE
17205,296139,14.72,13.66,2.81,5.5,0.0,Good UE
17019,205089,13.04,16.0,2.89,7.5,0.0,Good UE
17020,131061,14.61,3.42,3.09,6.5,0.0,Good UE
17205,293514,10.5,12.41,2.5,8.5,0.0,Good UE
17206,144787,12.52,10.55,2.29,8.67,0.0,Good UE
17020,141786,10.57,10.1,2.16,5.5,0.0,Good UE
17025,170586,10.2,16.91,1.69,6.5,0.0,Good UE
17204,152813,11.92,5.35,1.53,7.5,2.63,Good UE
17022,246189,11.58,13.41,2.2,7.56,0.0,Good UE
17209,169612,12.24,12.11,1.86,8.0,0.93,Good UE
17204,148688,13.56,11.09,2.55,9.0,2.63,Good UE
17020,132111,13.63,12.75,3.73,8.0,0.0,Good UE
17205,292689,12.84,16.85,2.09,6.0,0.0,Good UE
17020,128661,12.42,4.58,1.43,8.0,0.0,Good UE
17017,124687,9.26,12.05,2.56,5.25,0.0,Good UE
17020,139611,14.05,24.61,2.83,8.5,0.0,Good UE
17209,172987,13.27,20.69,1.99,8.67,0.93,Good UE
17205,296439,10.42,13.59,1.58,8.0,0.0,Good UE
17205,290964,13.9,10.43,1.85,5.0,0.0,Good UE
17123,144113,0.93,10.42,1.89,9.0,76.92,Channel Quality Bad
17123,143963,0.39,17.28,2.46,8.0,76.92,Channel Quality Bad
17208,161662,2.97,13.42,2.61,3.0,0.0,No_TX
17208,161137,4.81,15.5,2.83,1.75,0.0,No_TX
17208,160012,6.6,12.2,2.22,2.0,0.0,No_TX
17207,175913,2.73,13.42,2.42,8.33,0.0,Channel Quality Bad
17207,175613,3.54,7.53,2.73,8.0,0.0,Channel Quality Bad
17207,175163,3.17,10.62,2.33,7.0,0.0,Channel Quality Bad
17123,139913,0.64,3.25,3.36,9.0,76.92,Channel Quality Bad
17123,138413,0.79,15.09,2.31,8.0,76.92,Channel Quality Bad
17208,157087,8.09,16.75,2.11,1.5,0.0,No_TX
17123,138338,0.41,24.98,2.81,6.0,76.92,Channel Quality Bad
17207,171863,2.41,19.17,3.21,6.33,0.0,Channel Quality Bad
17208,154087,7.13,14.68,2.15,2.0,0.0,No_TX
17123,135038,4.51,0.04,2.27,9.0,76.92,Channel Quality Bad
17207,169238,2.7,16.67,2.41,8.0,0.0,Channel Quality Bad
17207,168638,3.34,16.88,2.52,8.0,0.0,Channel Quality Bad
17123,131888,2.96,21.7,2.12,6.0,76.92,Channel Quality Bad
17024,257664,12.92,0.73,3.77,4.0,0.0,No_TX
17123,130988,4.3,14.85,3.66,4.0,76.92,Channel Quality Bad
17123,129788,0.09,17.35,1.61,8.0,76.92,Channel Quality Bad
17207,166013,1.9,12.41,1.91,7.67,0.0,Channel Quality Bad
17208,148162,5.41,17.22,2.07,2.0,0.0,No_TX
17123,128888,0.4,17.53,2.53,8.0,76.92,Channel Quality Bad
17207,164663,1.97,18.72,1.92,7.0,0.0,Channel Quality Bad
17024,271464,11.03,0.09,2.21,1.0,0.0,No_TX
17123,127688,3.17,16.31,3.58,9.0,76.92,Channel Quality Bad
17209,180337,10.49,14.19,1.73,5.67,0.93,Good UE
17208,160987,3.85,10.93,2.4,1.0,0.0,No_TX
17024,267789,11.12,9.11,1.12,4.0,0.0,No_TX
17024,267489,4.97,3.08,2.89,3.0,0.0,No_TX
17208,160237,6.48,13.34,2.71,2.0,0.0,No_TX
17207,174713,3.93,7.26,1.89,5.33,0.0,Channel Quality Bad
17123,137963,2.74,4.6,1.72,4.0,76.92,Channel Quality Bad
17123,137513,3.4,13.13,3.27,8.0,76.92,Channel Quality Bad
17018,116961,11.43,12.76,2.08,7.33,0.0,Good UE
